Market,Year,Dome,NumTeams,Attendance,Valuation,Households,Households Margin of Error,"Households Less Than $10,000","Households Less Than $10,000 Margin of Error","Households $10,000 to $14,999","Households $10,000 to $14,999 Margin of Error","Households $15,000 to $24,999","Households $15,000 to $24,999 Margin of Error","Households $25,000 to $34,999","Households $25,000 to $34,999 Margin of Error","Households $35,000 to $49,999","Households $35,000 to $49,999 Margin of Error","Households $50,000 to $74,999","Households $50,000 to $74,999 Margin of Error","Households $75,000 to $99,999","Households $75,000 to $99,999 Margin of Error","Households $100,000 to $149,999","Households $100,000 to $149,999 Margin of Error","Households $150,000 to $199,999","Households $150,000 to $199,999 Margin of Error","Households $200,000 or More","Households $200,000 or More Margin of Error",Households Median Income (Dollars),Households Median Income (Dollars) Margin of Error,Households Mean Income (Dollars),Households Mean Income (Dollars) Margin of Error,Households Household Income in the Past 12 Months,Families,Families Margin of Error,"Families Less Than $10,000","Families Less Than $10,000 Margin of Error","Families $10,000 to $14,999","Families $10,000 to $14,999 Margin of Error","Families $15,000 to $24,999","Families $15,000 to $24,999 Margin of Error","Families $25,000 to $34,999","Families $25,000 to $34,999 Margin of Error","Families $35,000 to $49,999","Families $35,000 to $49,999 Margin of Error","Families $50,000 to $74,999","Families $50,000 to $74,999 Margin of Error","Families $75,000 to $99,999","Families $75,000 to $99,999 Margin of Error","Families $100,000 to $149,999","Families $100,000 to $149,999 Margin of Error","Families $150,000 to $199,999","Families $150,000 to $199,999 Margin of Error","Families $200,000 or More","Families $200,000 or More Margin of Error",Families Median Income (Dollars),Families Median Income (Dollars) Margin of Error,Families Mean Income (Dollars),Families Mean Income (Dollars) Margin of Error,Families Family Income in the Past 12 Months,Married-Couple Families,Married-Couple Families Margin of Error,"Married-Couple Families Less Than $10,000","Married-Couple Families Less Than $10,000 Margin of Error","Married-Couple Families $10,000 to $14,999","Married-Couple Families $10,000 to $14,999 Margin of Error","Married-Couple Families $15,000 to $24,999","Married-Couple Families $15,000 to $24,999 Margin of Error","Married-Couple Families $25,000 to $34,999","Married-Couple Families $25,000 to $34,999 Margin of Error","Married-Couple Families $35,000 to $49,999","Married-Couple Families $35,000 to $49,999 Margin of Error","Married-Couple Families $50,000 to $74,999","Married-Couple Families $50,000 to $74,999 Margin of Error","Married-Couple Families $75,000 to $99,999","Married-Couple Families $75,000 to $99,999 Margin of Error","Married-Couple Families $100,000 to $149,999","Married-Couple Families $100,000 to $149,999 Margin of Error","Married-Couple Families $150,000 to $199,999","Married-Couple Families $150,000 to $199,999 Margin of Error","Married-Couple Families $200,000 or More","Married-Couple Families $200,000 or More Margin of Error",Married-Couple Families Median Income (Dollars),Married-Couple Families Median Income (Dollars) Margin of Error,Married-Couple Families Mean Income (Dollars),Married-Couple Families Mean Income (Dollars) Margin of Error,Nonfamily Households,Nonfamily Households Margin of Error,"Nonfamily Households Less Than $10,000","Nonfamily Households Less Than $10,000 Margin of Error","Nonfamily Households $10,000 to $14,999","Nonfamily Households $10,000 to $14,999 Margin of Error","Nonfamily Households $15,000 to $24,999","Nonfamily Households $15,000 to $24,999 Margin of Error","Nonfamily Households $25,000 to $34,999","Nonfamily Households $25,000 to $34,999 Margin of Error","Nonfamily Households $35,000 to $49,999","Nonfamily Households $35,000 to $49,999 Margin of Error","Nonfamily Households $50,000 to $74,999","Nonfamily Households $50,000 to $74,999 Margin of Error","Nonfamily Households $75,000 to $99,999","Nonfamily Households $75,000 to $99,999 Margin of Error","Nonfamily Households $100,000 to $149,999","Nonfamily Households $100,000 to $149,999 Margin of Error","Nonfamily Households $150,000 to $199,999","Nonfamily Households $150,000 to $199,999 Margin of Error","Nonfamily Households $200,000 or More","Nonfamily Households $200,000 or More Margin of Error",Nonfamily Households Median Income (Dollars),Nonfamily Households Median Income (Dollars) Margin of Error,Nonfamily Households Mean Income (Dollars),Nonfamily Households Mean Income (Dollars) Margin of Error,Nonfamily Households Nonfamily Income in the Past 12 Months
Cleveland,2016.0,0,1,1591667,920000000,868719.0,26916.0,836.9000000000001,282.1,539.2000000000002,267.7,1165.4999999999998,357.60000000000014,1075.4,353.1,1491.9,383.6,1984.6,438.5,1364.8000000000002,393.5,1476.3,366.0,484.30000000000007,255.40000000000003,481.50000000000006,264.9999999999999,6137774.0,627878.0,7975103.0,665669.0,3495.4,534878.0,23003.0,566.8,352.3999999999999,351.7,320.4,792.7000000000002,400.0,889.2000000000002,392.7,1404.4,462.6,2138.8,544.3000000000001,1648.1,523.7,1833.4999999999995,510.2,640.3,362.4,636.0999999999999,360.69999999999993,7462498.0,730800.0,9307325.0,828132.0,3623.8,374210.0,22948.0,182.6,363.19999999999993,139.5,359.20000000000005,467.8,414.1,720.0999999999999,435.30000000000007,1346.0,549.2999999999997,2260.7000000000003,659.1000000000001,1947.9,628.5,2240.4000000000005,647.0,806.1,470.6,787.8000000000001,466.6,8837119.0,899825.0,1031761.0,63945.0,333841.0,27415.0,1398.6,687.4999999999999,940.9,623.0,1966.0,779.7,1551.1,765.5,1748.7999999999995,779.3,1670.2000000000005,764.3,714.1999999999999,618.5000000000001,594.0,536.9,165.70000000000002,539.1,150.70000000000002,536.9,3530594.0,647722.0,4702355.0,750527.0,3202.1
Cleveland,2011.0,0,1,1840835,353000000,866341.0,27849.0,818.8000000000002,281.6,623.2000000000002,322.70000000000005,1125.8,356.6,1145.0999999999997,357.99999999999994,1585.0,433.1,2123.8000000000006,476.0,1357.1999999999998,386.8,1322.5999999999997,333.9,411.2000000000001,243.2,388.10000000000014,219.1,5880458.0,623657.0,7438341.0,616595.0,2810.9999999999995,547849.0,24185.0,556.5,351.8,355.20000000000005,354.3999999999999,800.1999999999999,433.1,963.0,438.0999999999999,1511.9,525.1999999999999,2357.5,603.9000000000001,1642.2000000000005,513.5000000000001,1667.4000000000003,481.50000000000006,535.3999999999999,344.79999999999995,509.2999999999999,307.7,7186648.0,849518.0,8615869.0,770594.0,2865.4,390805.0,23891.0,142.89999999999998,374.9000000000001,188.7,395.5,538.6999999999999,480.7,802.6,467.10000000000014,1467.6000000000004,605.3000000000001,2551.9000000000005,701.1999999999999,1927.1000000000004,639.3999999999999,2018.6,607.9000000000001,650.4,439.0999999999999,612.3,393.4,8269578.0,1000274.0,272175.0,16041.0,318492.0,28143.0,1443.1,701.4,1096.3,730.0,1959.8,852.5,1628.6,795.9000000000001,1768.3000000000002,828.5000000000001,1599.4,747.6,734.2,629.4,463.0999999999999,579.8000000000002,105.70000000000002,549.7,101.6,573.3000000000002,3457831.0,803925.0,4482922.0,764052.0,2564.3
Dallas,2017.0,1,1,2507760,1600000000,2479516.0,83011.0,1464.0,756.6,1048.3000000000002,712.6999999999999,2439.8,910.4,2523.2,961.3,3488.1,1038.3,5097.6,1195.3000000000002,3367.1,1053.1,4095.1,1087.0,1700.3000000000002,853.7,1776.4,769.8,17803428.0,1706694.0,22901656.0,1878851.0,8912.899999999998,1724725.0,82407.0,1002.8,977.7,697.0999999999999,952.7,1985.8,1120.9,2346.7,1242.2,3278.4,1349.6,5057.799999999999,1471.6,3639.3,1405.5,4708.2,1409.0,2047.4,1163.5,2236.9,1081.6,20407579.0,2262169.0,25707355.0,2354982.0,9210.4,1260646.0,82021.0,402.9,962.0,364.5,912.2,1333.4,1075.4,1903.7,1231.1,3003.0,1389.1999999999998,5131.7,1613.4,4036.5,1555.7,5538.4,1621.7000000000005,2472.7,1330.2,2711.4,1279.3000000000002,23543925.0,2620567.0,1930890.0,120998.0,754791.0,78495.0,2897.9,1785.4,2107.5,1727.4,3835.6,1908.9,3240.8,1885.9,4055.1,1983.7,4900.599999999999,2152.7,2398.9,1698.4,2047.6,1683.0,653.9,1465.1,661.8,1504.3,10732823.0,2087554.0,14766982.0,2766800.0,7729.400000000001
Dallas,2012.0,1,1,3460280,764000000,2287971.0,81724.0,1612.6,800.4,1247.6,802.3,2599.4,897.8000000000001,2747.8,992.8,3613.9,1124.6,5052.7,1216.5,3420.3,1107.6,3959.6,1078.7,1401.4,753.2,1345.5,762.8999999999999,16527186.0,1776677.0,20686932.0,1682209.0,7328.100000000001,1588104.0,79629.0,1205.1999999999998,1012.2,805.3,954.3,2259.4,1130.7,2504.2,1189.9,3426.0,1393.1,5063.9,1508.8000000000002,3716.1,1427.1999999999998,4557.0,1398.2000000000005,1730.4,999.3000000000002,1732.3,1044.5,19035887.0,2239783.0,23308511.0,2202995.0,7502.6,1165336.0,79018.0,595.5,1036.5,485.50000000000006,1059.5,1634.3000000000002,1262.0,2104.1,1352.4,3190.7,1581.4,5255.099999999999,1789.7,4182.5,1708.3000000000002,5378.9,1692.3,2074.4,1260.7,2097.2000000000003,1290.7,21849090.0,2642521.0,622354.0,45142.0,699867.0,75777.0,3086.8,1956.6,2561.7,1917.5,3818.7000000000007,2136.4,3459.4,2211.8,4003.8,2222.1,4802.299999999999,2356.9,2198.0,1987.2,1964.0,1785.6,525.3000000000001,1665.2,480.0,1645.0,10236817.0,2314598.0,13273575.0,2373040.0,6600.9
Denver,2018.0,0,1,3015880,1200000000,1125141.0,33329.0,568.8,547.8,424.8,531.1,964.4,637.9000000000001,1037.1,606.4000000000001,1514.0,667.4,2423.4000000000005,811.4999999999999,1984.7,713.1000000000001,2581.4000000000005,795.2999999999998,1091.5,572.8,1210.8000000000002,597.9000000000001,10616331.0,1190205.0,13527601.0,1421826.0,4335.900000000001,708417.0,34374.0,331.5,585.0,216.7,628.3,590.2,661.6999999999999,861.4000000000001,685.2,1347.9,747.3,2296.5,907.6,1975.4,812.9000000000001,2968.1000000000004,916.2000000000002,1377.9,681.5999999999999,1635.7000000000005,749.4,12462273.0,1546393.0,15893765.0,2062540.0,4358.0,543896.0,34118.0,165.20000000000002,670.3999999999999,136.10000000000002,724.3,395.4,690.8,741.9000000000001,775.8,1134.2000000000005,783.1000000000001,2185.1000000000004,993.9,2073.4,928.2999999999996,3317.7,1055.0,1552.6,828.4,1899.4,881.1,13812509.0,1664289.0,1026869.0,60923.0,416724.0,34168.0,1008.1,1139.3,773.6000000000001,1107.5,1628.8000000000002,1257.1,1441.6,1182.8000000000002,2027.0,1306.7,2709.1000000000004,1402.1,1742.1,1378.7,1626.5,1261.1999999999998,443.0,1124.7999999999995,399.9,1079.4,6484552.0,1251415.0,8693991.0,1507876.0,3968.7
Denver,2013.0,0,1,2793828,575000000,1042293.0,33960.0,860.3,610.0000000000001,585.8,587.1999999999999,1154.1,683.7999999999998,1299.8000000000002,719.7,1775.7,807.3,2535.5,778.5000000000001,1870.0,734.6,2104.7,747.0,832.1000000000001,584.0999999999999,780.5,597.5999999999999,8805950.0,1262017.0,11142051.0,1218915.0,3451.7,656720.0,34595.0,451.5,845.2,389.0,792.1999999999999,767.1999999999999,792.9,1032.9,869.8,1496.6,915.1,2491.9,1013.1,2268.8,981.9,2612.5,1077.9,1092.6,835.5999999999999,1097.9,877.3,10948647.0,1737131.0,13289173.0,1606140.0,3482.7000000000003,498380.0,33577.0,190.5,981.4,178.20000000000002,882.4999999999999,554.8,928.2,833.3999999999999,998.5,1358.3000000000002,1078.2,2575.2,1155.5,2478.4,1173.8,2985.9,1245.5000000000002,1267.6999999999998,1029.6,1277.9,1069.7000000000005,12137755.0,1635550.0,304176.0,16853.0,385573.0,33886.0,1479.4,1168.2,937.6,1115.1999999999998,1905.3,1320.5,1863.7,1241.4,2246.2,1364.7,2422.3,1291.1999999999998,1313.4,1293.5,1015.4,1118.0,279.7,1038.9,237.1,1095.5,5431175.0,1434233.0,7073113.0,1312614.0,3223.0
Detroit,2019.0,0,1,1501430,1300000000,2132641.0,68778.0,1930.1,911.6,1178.4,851.1999999999999,2608.9,1069.5,2672.4,1067.8000000000002,3715.0,1181.6999999999998,5250.6,1341.9,3950.7,1152.3000000000002,4580.799999999999,1250.7,2042.9,955.4,1868.7,890.9000000000001,19768112.0,1789515.0,25013950.0,1890060.0,10354.2,1352806.0,62475.0,1189.2,859.9000000000001,708.4000000000001,818.8000000000001,1783.4,1007.7,2145.6,1086.4,3511.9000000000005,1280.9,5334.299999999999,1484.9,4405.7,1369.9,5593.8,1507.8,2613.4,1119.3,2415.5,1027.1999999999998,23830007.0,2228171.0,28958553.0,2407704.0,10633.2,963348.0,61686.0,519.5999999999999,801.8000000000001,373.6,784.1,1038.2,1006.2,1616.1999999999998,1093.1999999999998,3123.9,1422.6,5567.7,1669.9,4874.7,1609.6,6522.0,1780.4,3108.9,1332.8,2855.7,1206.8,27181329.0,2683010.0,1287296.0,97511.0,779835.0,72045.0,3372.7,1760.1000000000004,2175.6,1621.8,4521.7,2044.6,4024.0,1979.2,4452.299999999999,1992.4,5079.2,2147.7000000000003,2583.8,1666.5,2130.1,1544.9,593.2,1265.5,570.0999999999999,1246.2,11243247.0,1967693.0,15303679.0,2497834.0,9537.2
Detroit,2014.0,0,1,2917209,1100000000,2075936.0,66770.0,2253.6,826.2,1507.1999999999998,739.0,3069.0,953.7000000000002,2986.0000000000005,979.1,4077.5,1077.6999999999998,5497.4,1162.4,3726.6,1027.8,3965.7,985.5,1409.1,695.0,1211.6,639.1999999999999,16979405.0,1948520.0,21346719.0,1873864.0,8962.5,1348523.0,60634.0,1579.1999999999998,924.7,997.2,826.0,2196.9,1032.8,2504.8,1174.9,3819.6,1288.6,5872.099999999999,1476.4,4358.5,1345.6999999999998,4926.5,1289.6,1843.8,952.1,1600.3000000000002,865.7,20336249.0,2160020.0,24346786.0,2004289.0,9164.3,953911.0,59352.0,570.5,921.9,555.0999999999999,874.5,1583.6999999999998,1103.7,1956.6,1304.1,3730.0,1536.5,6299.8,1827.3,4966.4,1674.3,5907.0,1634.1,2231.7000000000003,1229.0,1899.0,1115.1,23447241.0,2407957.0,1021539.0,59998.0,727413.0,68227.0,3889.6,1731.4,2770.3,1580.6,5190.6,1961.4,4306.2,1903.5,4647.2,1925.5,4328.8,1872.9,2203.8,1478.5,1511.4999999999998,1335.4,317.4,1100.9,334.90000000000003,1062.8,9687516.0,1802788.0,12791281.0,2012935.0,8028.1
Houston,2021.0,1,1,2068509,1980000000,2467450.0,143992.0,1343.5,1174.3000000000002,1013.7,1062.7,1980.6,1234.1,1987.9,1228.8,2764.5,1302.9,4162.5,1510.3,2863.8,1326.7,3656.4,1467.4,1824.3,1171.1,2304.9,1122.6,17167059.0,2325369.0,22876806.0,2579304.0,9032.6,1739584.0,131747.0,936.2,1467.6,574.5,1356.1,1599.8,1484.0,1753.1,1585.1000000000004,2630.0,1627.7000000000005,4064.7,1846.0,3108.7,1773.0,4073.9,1895.1000000000004,2199.6000000000004,1610.3,2959.4000000000005,1552.7,20393466.0,3025465.0,26291029.0,3224186.0,9488.0,1260437.0,120415.0,384.2000000000001,1202.3000000000002,350.0,1232.1,1073.1,1325.3,1440.1,1430.0,2163.4,1434.1999999999998,3883.9,1772.7000000000005,3376.2,1805.5,4710.900000000001,1944.8,2693.0999999999995,1645.8,3526.6000000000004,1588.6,23442774.0,3497929.0,76276.0,13567.0,727866.0,107942.0,2645.9,2225.6,1855.7,1739.6,3216.4,2175.9,2768.3,2177.4,3131.3,2298.2000000000003,4114.8,2375.7,2128.0,1850.8,2168.0,2011.3,770.0,1621.3000000000002,804.4,1572.2000000000005,10239891.0,2605567.0,14188424.0,3280979.0,7690.4
Houston,2015.0,1,1,2153585,1100000000,2175362.0,80709.0,1646.5,976.2,1174.1,854.4000000000001,2484.7,1015.2,2333.2,993.0,3106.5,1157.7,4127.4,1335.9,2731.9,1154.0,3238.7,1083.3,1357.5,964.5,1596.9,925.3,14628653.0,1789360.0,19250129.0,2030269.0,8042.1,1535290.0,82727.0,1109.4,1241.0,800.5,1132.1,2107.2,1274.3,2225.6,1265.8000000000002,2993.4,1401.5,4134.4,1587.4,2950.5,1417.3000000000002,3771.1,1492.7,1663.6,1276.7,2042.7,1233.5,17079545.0,2324931.0,22075962.0,2549306.0,8405.300000000001,1103363.0,81348.0,433.0,1298.0,439.9,1358.0,1681.0,1422.8,1931.7,1566.4,2743.6,1664.2999999999995,4330.9,1902.7,3347.2,1713.3,4482.3,1886.4,1961.5,1589.2,2448.2,1529.4,11078824.0,1351716.0,289613.0,28655.0,640072.0,74976.0,3220.5,2041.5,2241.4,1798.3000000000002,3630.6,2169.1000000000004,2688.3,1990.7,3220.8,2102.3,3973.2,2279.6,1843.6,1903.5,1551.6,1753.3,530.9000000000001,1705.9,599.5,1656.6,8643738.0,1959235.0,12044422.0,2386358.0,6650.3
Kansas City,2016.0,0,1,2557712,950000000,830069.0,36937.0,1343.6,1115.4,1064.3,1084.2,2095.9,1329.5,2243.4,1301.8,2946.4000000000005,1427.1,3973.6,1479.2,2835.6000000000004,1392.6,2965.0999999999995,1329.4,1121.1999999999998,1138.6,1011.1,1140.2,12845170.0,1993063.0,16098157.0,2181505.0,6206.700000000001,537198.0,35242.0,1036.5,1240.4,541.9,1117.7,1493.7,1330.6999999999998,1765.2000000000005,1377.1,2791.3,1603.6,4268.200000000001,1742.1,3348.8,1615.1,3640.1,1625.1,1420.1999999999998,1363.4,1192.0,1373.2999999999995,15332477.0,2487283.0,18525837.0,2605860.0,6152.7,400502.0,33367.0,314.5,1347.5,265.5,1354.1,1012.0,1304.3,1531.6,1449.5,2562.5999999999995,1791.6000000000004,4562.200000000001,2040.2,3864.1,1949.1,4236.5,1928.5,1663.6999999999998,1658.1,1388.6999999999998,1685.0,17361810.0,2736131.0,119191.0,12638.0,292871.0,33711.0,2401.4,2190.2,2138.4,2074.0,3606.1,2403.2,3278.6000000000004,2258.5,3365.8,2325.4,3142.6,2394.1000000000004,1454.6,2354.2,1250.4,2481.9,278.79999999999995,2468.7,384.3,2363.8,7109760.0,1829992.0,9384003.0,2225060.0,5916.9
Kansas City,2011.0,0,1,1724450,351000000,807199.0,38240.0,1364.3,1055.2,1077.9,1044.9,2213.7,1330.4999999999998,2334.1,1311.7000000000005,3216.9999999999995,1553.0,4198.7,1597.2,2770.5000000000005,1417.7999999999995,2902.6,1285.4,859.5,1197.4,662.2,1084.5,12277616.0,1995982.0,14641042.0,1731707.0,5055.299999999999,532929.0,36403.0,894.9,1198.5,694.1,1185.7,1681.9,1436.6,1963.7000000000005,1463.6,2977.0,1714.6000000000004,4466.700000000001,1868.6,3258.6000000000004,1689.8000000000002,3603.2,1628.6999999999998,1096.0,1467.4,864.7,1354.3,14319131.0,2440975.0,16550093.0,1999245.0,5049.0,400751.0,34568.0,284.20000000000005,1384.6,314.9,1387.0,1231.8,1520.0,1694.6999999999998,1567.4,2844.3,1848.1,4784.0,2152.2,3720.7,1931.1,4268.1,1947.7000000000005,1294.3000000000002,1697.8000000000002,964.7,1606.6,16028133.0,2541628.0,0.0,0.0,274270.0,34757.0,2550.7,2599.5,2406.4000000000005,2675.0,3532.2999999999997,2824.2,3260.5,2688.4,3682.0,2996.2,3283.7,3011.8,1483.5,2916.5999999999995,989.6,3016.7,239.5,3086.3,170.0,3094.5,7240920.0,2644395.0,8767648.0,1938930.0,4767.5
Los Angeles,2017.0,0,2,6785441,4800000000,5951060.0,162512.0,3331.2000000000003,1764.9999999999998,2798.3,1786.2999999999995,5010.5,2035.0,4726.1,2056.2,6517.1,2248.5,9090.1,2381.6,6696.1,2201.3,8305.6,2227.9,4097.1,1845.9,4927.200000000001,1837.8,38352462.0,3797680.0,51109006.0,4206601.0,20528.2,4153283.0,166522.0,2331.7,1917.8,1606.9,1782.0,4470.9,2244.7,4356.5,2141.6,6413.1,2418.9,8836.3,2617.3,6939.9,2458.4,9227.3,2671.7,4845.9,2162.6,6171.0,2133.7,44794668.0,5066367.0,57910453.0,5415162.0,21044.9,2908277.0,172985.0,1089.7,1884.9,1059.8,1880.8,3418.4,2320.9,3753.3,2284.8,5844.9,2621.8,8876.8,2923.6,7367.2,2816.4,10509.0,3167.3,5760.099999999999,2543.5,7322.0,2498.7,50943775.0,5895488.0,7663095.0,446603.0,1797777.0,164087.0,6476.9,3648.7,5737.099999999999,3448.5,7122.0,3741.6,5737.1,3598.5,6772.599999999999,3717.0,8798.3,4079.9,5420.4,3389.4,5306.2,3399.1,1859.0,2815.9000000000005,2074.9,2782.5,23435418.0,4420411.0,33478461.0,5572942.0,17619.699999999997
Los Angeles,2012.0,0,2,6386016,2318000000,5775009.0,168722.0,3358.5,1996.3,3029.5999999999995,1945.4,5317.1,2145.7,5233.5,2245.3,7034.200000000001,2418.3,9372.2,2636.2,6739.6,2347.0,7985.3,2449.1000000000004,3579.2000000000003,1889.3,3849.6,1937.1,35808459.0,3876259.0,46804258.0,4052428.0,17149.1,4041117.0,171043.0,2400.0,2197.8,1877.5,2056.0,4756.9,2443.8,4952.1,2563.6,6686.1,2763.7,9380.1,3035.9,7049.4,2746.5,8953.0,2900.3,4271.5,2268.8,4874.7,2335.0,41413400.0,5200353.0,52773132.0,5323124.0,17383.8,2833647.0,175265.0,1140.1999999999998,2102.5,1075.1,2127.0999999999995,3814.9,2569.7,4366.6,2651.4,6306.400000000001,3046.9,9463.5,3388.0,7714.900000000001,3147.1000000000004,10253.1,3335.1000000000004,5101.900000000001,2656.5,5863.1,2676.7,47151905.0,6047090.0,5063896.0,272800.0,1733892.0,167373.0,6091.9,3956.4,5926.9,3893.5,7670.1,4095.8,6083.700000000001,3941.3,7484.5,4156.5,8599.1,4310.200000000001,5365.6,3828.3,4741.9,3711.2,1597.1,3031.7,1638.8,3103.9,22772864.0,5233687.0,30999180.0,5287482.0,14473.4
Miami,2018.0,1,1,811104,1000000000,2381877.0,87475.0,1740.5,772.3,1120.1999999999998,690.1000000000001,2244.7000000000007,799.3,2241.6,819.8,2904.4,886.0,3809.5,965.9,2734.8,837.6000000000001,2980.3,867.7,1280.4,646.5999999999999,1739.9,697.4000000000001,13765768.0,1515182.0,19965603.0,2124622.0,8241.800000000001,1553336.0,82222.0,1044.2,852.0999999999999,697.4,777.0,1813.3,982.2,2136.0,987.0,2889.6,1098.1,3843.3,1174.6999999999998,3069.3,1098.4,3546.3,1116.6999999999998,1567.6,877.3999999999999,2194.2,921.3,16161498.0,1759099.0,22790129.0,2473016.0,8619.599999999999,1066608.0,80995.0,509.8,854.7,462.6,803.2,1336.8000000000002,1048.9,1887.8,1087.9,2674.8,1249.6,3832.1,1384.3,3433.7000000000003,1337.3,4168.599999999999,1374.8,1874.7,1095.2999999999995,2620.6,1100.6,18725879.0,2104370.0,1393020.0,97628.0,828541.0,82185.0,3306.4,1481.6,1989.3,1324.8000000000002,3294.7,1512.9,2636.5,1458.6,2936.0999999999995,1463.3,3602.5000000000005,1552.1999999999998,1886.5,1201.1,1614.0,1248.1999999999998,614.6,958.1,820.3,1016.9,8512930.0,1774223.0,13466016.0,2991622.0,7200.2
Miami,2013.0,1,1,1586322,500000000,2284901.0,87842.0,1947.2000000000005,703.9000000000001,1293.0,633.7,2631.9000000000005,779.3000000000002,2508.4,787.0999999999999,3118.5,844.9000000000001,3922.5,910.8,2422.2,749.3,2555.0,750.7,997.6,542.4000000000001,1302.3000000000002,579.9,12022862.0,1469496.0,17024656.0,1728714.0,7167.2,1485392.0,79958.0,1268.4,736.9000000000001,839.6999999999999,639.9,2299.7,854.4000000000001,2428.9,896.9000000000001,3105.5,989.6,3994.9,1039.4,2724.0,921.4,3046.5,940.3,1215.9,684.5,1678.1,720.5,14053528.0,2069467.0,19682803.0,2396508.0,7409.9,1023080.0,77730.0,634.2,743.9000000000001,603.6000000000001,735.8,1838.8,937.2999999999998,2128.1,1069.1,2929.5,1167.4,4166.9,1261.6,3108.5999999999995,1168.7999999999995,3656.000000000001,1217.4,1482.6999999999998,885.9999999999999,2050.5,929.6,16576034.0,2443335.0,497774.0,39364.0,799509.0,81168.0,3498.4,1484.6,2263.4,1369.7999999999995,3547.8,1515.0,2746.5999999999995,1482.1,3163.0999999999995,1549.3000000000002,3370.4000000000005,1556.4,1627.4,1214.6999999999998,1400.1,1192.1,471.9,962.0,610.7,993.2,7985095.0,1715282.0,11461154.0,2191122.0,6211.300000000001
Milwaukee,2019.0,1,1,2923333,1200000000,833779.0,28885.0,615.8000000000001,320.7,566.0,321.20000000000005,1147.4,420.4,1170.1999999999998,412.4,1678.4,458.7,2571.3,594.0,1991.3,498.8,2436.0,525.4000000000001,986.8,358.20000000000005,836.4000000000001,327.2,9807520.0,979216.0,12325892.0,1220161.0,4737.9,523755.0,26586.0,373.3,360.80000000000007,334.3,374.7000000000001,692.1,413.2000000000001,834.2,446.9,1443.3000000000002,527.5,2535.0,680.7,2328.8,674.6,3068.2,718.8,1316.6999999999998,512.2,1072.9,455.1,11908108.0,1209674.0,14441085.0,1400747.0,4731.299999999999,385680.0,25446.0,134.60000000000002,350.9,176.29999999999998,379.7000000000001,421.4,395.0,616.5999999999999,456.0,1230.4,573.1999999999999,2475.5,735.0999999999999,2527.6000000000004,786.2,3601.7000000000007,866.1,1562.9,632.6,1252.4,568.0,13456880.0,1291579.0,509249.0,41456.0,310024.0,29628.0,1166.9,807.6,1074.1999999999998,768.6999999999999,2169.4,991.2,1969.2,991.2,2232.0,1034.9,2591.0,1130.5,1314.9,806.1,927.5,796.1000000000001,250.2,609.1,307.2,564.0,5455061.0,1049680.0,7309428.0,1351841.0,4619.9
Milwaukee,2014.0,1,1,2797384,875000000,818847.0,27828.0,737.0,350.5,592.8000000000001,355.0,1309.8000000000002,414.9,1349.3000000000002,482.4,1942.1,555.3000000000001,2790.1000000000004,631.7,1968.2000000000005,490.9,2087.7,531.0999999999999,663.2,364.7000000000001,558.8,334.0,8506847.0,896139.0,10539906.0,862926.0,3931.9,520050.0,25357.0,469.9,380.7000000000001,329.29999999999995,367.5,843.8,422.7000000000001,1065.9,545.3,1731.1999999999998,595.9000000000001,2888.9,724.9000000000001,2348.2,634.1,2689.2,706.0,885.8000000000001,501.3,747.8000000000001,451.1,10445399.0,1159053.0,12391296.0,1125870.0,3857.5,382403.0,24842.0,152.5,375.1,131.3,376.1,496.19999999999993,471.5,862.2999999999998,577.1,1538.6999999999998,672.8,3069.3,820.8,2683.6000000000004,769.2,3159.6000000000004,839.4,1045.4,615.4,862.2,547.0999999999999,11761153.0,1247604.0,245114.0,16280.0,298797.0,27969.0,1391.1,810.1,1181.1,797.1000000000001,2371.7,1020.1,2017.6,964.3,2426.9,1058.1,2502.0999999999995,1098.4,1016.9,752.5,657.6000000000001,663.5,186.8,555.3,147.0,540.3,4882787.0,1132147.0,6223580.0,1009558.0,3828.7
Minneapolis-St.Paul,2021.0,0,1,1310199,1390000000,1452778.0,69768.0,791.3,619.8000000000001,609.5,559.6,1260.3,748.6,1477.4,782.1999999999998,2315.6000000000004,915.4,4007.6,1111.8000000000002,3386.3,1076.6999999999998,5048.1,1190.1,2493.7,980.3,2709.2,926.6,21340972.0,2219442.0,26834383.0,2528422.0,7384.400000000001,927651.0,58846.0,410.6,677.4,263.3,593.4,703.7,701.0,1031.8,751.0,1862.6,980.2,3707.1,1226.9,3526.8,1222.5,5791.2,1464.6,3047.7000000000003,1175.8000000000002,3555.9,1148.8000000000002,25716734.0,2952956.0,31249358.0,3159876.0,7533.500000000001,726218.0,57290.0,154.0,736.9000000000001,119.6,716.7,377.7000000000001,720.6999999999999,722.8,733.2,1450.0,970.1,3398.5,1317.6,3525.9,1334.0000000000005,6483.099999999999,1728.6,3525.5,1400.7999999999995,4143.1,1368.5,28701652.0,3192472.0,467535.0,41034.0,525127.0,61106.0,1602.1,1424.6,1316.9,1368.1999999999998,2505.3,1752.8,2626.6000000000004,1741.0,3522.5,1865.5,5063.6,2191.8,2949.7,1759.5,2761.0,1744.1,1009.0,1379.1,745.0,1306.1999999999998,12225473.0,2563135.0,15914315.0,2916263.0,6744.2
