Market,Year,Dome,NumTeams,Attendance,Valuation,Households,Households Margin of Error,"Households Less Than $10,000","Households Less Than $10,000 Margin of Error","Households $10,000 to $14,999","Households $10,000 to $14,999 Margin of Error","Households $15,000 to $24,999","Households $15,000 to $24,999 Margin of Error","Households $25,000 to $34,999","Households $25,000 to $34,999 Margin of Error","Households $35,000 to $49,999","Households $35,000 to $49,999 Margin of Error","Households $50,000 to $74,999","Households $50,000 to $74,999 Margin of Error","Households $75,000 to $99,999","Households $75,000 to $99,999 Margin of Error","Households $100,000 to $149,999","Households $100,000 to $149,999 Margin of Error","Households $150,000 to $199,999","Households $150,000 to $199,999 Margin of Error","Households $200,000 or More","Households $200,000 or More Margin of Error",Households Median Income (Dollars),Households Median Income (Dollars) Margin of Error,Households Mean Income (Dollars),Households Mean Income (Dollars) Margin of Error,Households Household Income in the Past 12 Months,Families,Families Margin of Error,"Families Less Than $10,000","Families Less Than $10,000 Margin of Error","Families $10,000 to $14,999","Families $10,000 to $14,999 Margin of Error","Families $15,000 to $24,999","Families $15,000 to $24,999 Margin of Error","Families $25,000 to $34,999","Families $25,000 to $34,999 Margin of Error","Families $35,000 to $49,999","Families $35,000 to $49,999 Margin of Error","Families $50,000 to $74,999","Families $50,000 to $74,999 Margin of Error","Families $75,000 to $99,999","Families $75,000 to $99,999 Margin of Error","Families $100,000 to $149,999","Families $100,000 to $149,999 Margin of Error","Families $150,000 to $199,999","Families $150,000 to $199,999 Margin of Error","Families $200,000 or More","Families $200,000 or More Margin of Error",Families Median Income (Dollars),Families Median Income (Dollars) Margin of Error,Families Mean Income (Dollars),Families Mean Income (Dollars) Margin of Error,Families Family Income in the Past 12 Months,Married-Couple Families,Married-Couple Families Margin of Error,"Married-Couple Families Less Than $10,000","Married-Couple Families Less Than $10,000 Margin of Error","Married-Couple Families $10,000 to $14,999","Married-Couple Families $10,000 to $14,999 Margin of Error","Married-Couple Families $15,000 to $24,999","Married-Couple Families $15,000 to $24,999 Margin of Error","Married-Couple Families $25,000 to $34,999","Married-Couple Families $25,000 to $34,999 Margin of Error","Married-Couple Families $35,000 to $49,999","Married-Couple Families $35,000 to $49,999 Margin of Error","Married-Couple Families $50,000 to $74,999","Married-Couple Families $50,000 to $74,999 Margin of Error","Married-Couple Families $75,000 to $99,999","Married-Couple Families $75,000 to $99,999 Margin of Error","Married-Couple Families $100,000 to $149,999","Married-Couple Families $100,000 to $149,999 Margin of Error","Married-Couple Families $150,000 to $199,999","Married-Couple Families $150,000 to $199,999 Margin of Error","Married-Couple Families $200,000 or More","Married-Couple Families $200,000 or More Margin of Error",Married-Couple Families Median Income (Dollars),Married-Couple Families Median Income (Dollars) Margin of Error,Married-Couple Families Mean Income (Dollars),Married-Couple Families Mean Income (Dollars) Margin of Error,Nonfamily Households,Nonfamily Households Margin of Error,"Nonfamily Households Less Than $10,000","Nonfamily Households Less Than $10,000 Margin of Error","Nonfamily Households $10,000 to $14,999","Nonfamily Households $10,000 to $14,999 Margin of Error","Nonfamily Households $15,000 to $24,999","Nonfamily Households $15,000 to $24,999 Margin of Error","Nonfamily Households $25,000 to $34,999","Nonfamily Households $25,000 to $34,999 Margin of Error","Nonfamily Households $35,000 to $49,999","Nonfamily Households $35,000 to $49,999 Margin of Error","Nonfamily Households $50,000 to $74,999","Nonfamily Households $50,000 to $74,999 Margin of Error","Nonfamily Households $75,000 to $99,999","Nonfamily Households $75,000 to $99,999 Margin of Error","Nonfamily Households $100,000 to $149,999","Nonfamily Households $100,000 to $149,999 Margin of Error","Nonfamily Households $150,000 to $199,999","Nonfamily Households $150,000 to $199,999 Margin of Error","Nonfamily Households $200,000 or More","Nonfamily Households $200,000 or More Margin of Error",Nonfamily Households Median Income (Dollars),Nonfamily Households Median Income (Dollars) Margin of Error,Nonfamily Households Mean Income (Dollars),Nonfamily Households Mean Income (Dollars) Margin of Error,Nonfamily Households Nonfamily Income in the Past 12 Months
Minneapolis-St.Paul,2015.0,0,1,2220054,910000000,1359989.0,42926.0,1135.0,570.3,862.9000000000001,481.1,1854.5,693.8,1914.1,704.9000000000001,2951.0,839.4000000000001,4536.799999999999,987.9,3563.4000000000005,880.9000000000001,4186.299999999999,904.9,1534.4,633.1,1462.5,564.7,16678455.0,1460103.0,20949777.0,1792409.0,5984.0,882480.0,41893.0,678.3,692.9,416.1,625.3,1246.8000000000002,769.9,1501.4,845.2,2671.5,1044.1999999999998,4467.8,1229.4,3989.2,1169.6999999999998,5079.0,1223.7,2005.1,900.5,1945.2,835.8000000000001,19809708.0,1951357.0,24173282.0,2291139.0,6055.299999999999,686737.0,42207.0,254.5,683.7,203.70000000000005,648.5999999999999,840.0,748.3,1139.1,863.2,2299.9,1070.1,4450.699999999999,1360.0,4363.4,1373.1999999999998,5778.799999999999,1424.4,2358.3,1086.9,2311.3,997.6,12419054.0,933705.0,803081.0,37744.0,477509.0,44942.0,2239.0999999999995,1419.2999999999995,1849.7,1261.6,3514.8,1627.5,3047.5,1548.4,3788.0,1641.1,4692.799999999999,1844.6,2266.2,1437.1,1770.3000000000002,1389.5,440.2,1077.8,393.4,1083.2,9600394.0,1794762.0,12589895.0,2169122.0,5565.7
New York,2016.0,0,2,5853007,5700000000,8167726.0,277971.0,5776.2,4846.3,4160.9,4603.0,8680.4,5340.6,8402.8,5452.9,11202.8,5898.0,18360.2,6680.2,14434.8,6226.700000000001,21040.5,7017.4,11293.2,5654.4,15851.3,5900.299999999999,101623054.0,13761760.0,135369242.0,15807123.0,44981.6,5403545.0,268136.0,3410.5,5447.8,2340.4,5146.299999999999,5890.799999999999,5915.799999999999,6724.6,5778.9,10128.2,6616.0,17519.2,7519.099999999999,15200.3,7330.1,24132.3,8317.3,13643.4,6939.7,19612.0,7260.099999999999,120761089.0,16644744.0,155459791.0,19447544.0,46253.6,3801210.0,269188.0,1466.6,5856.0,1488.5,5868.0,3993.3,6205.900000000001,5378.6,6224.1,8808.7,7167.0,16755.6,8224.900000000001,15567.2,8199.5,26893.3,9581.9,15639.7,8044.7,22511.2,8477.7,134688905.0,18539568.0,5098675.0,377865.0,2764181.0,275894.0,11891.1,10852.8,8430.1,10359.0,16000.4,11599.4,12707.7,11149.1,14647.2,11495.9,20217.800000000003,12356.3,12037.2,10952.9,12220.1,10794.5,4647.9,9313.2,5402.299999999999,9336.3,52337308.0,14317288.0,77646613.0,18783878.0,39637.8
New York,2011.0,0,2,6006276,2447000000,8086552.0,288867.0,5745.6,4938.700000000001,4100.6,4744.099999999999,8644.5,5588.8,8823.6,5560.3,11875.600000000002,6241.3,18919.3,7148.1,15539.7,6762.9,21429.7,7264.2,10604.4,5790.7,13521.0,5799.9,97996065.0,16204975.0,127006729.0,15030058.0,38530.6,5394892.0,277972.0,3465.4,6042.700000000001,2376.0,5811.0,5902.1,6488.900000000001,7334.5,6630.099999999999,10687.6,7315.300000000001,18413.1,8588.199999999999,16554.399999999998,8341.7,24896.800000000003,9076.0,12781.4,7468.8,16784.7,7546.700000000001,116287417.0,18408189.0,145438858.0,18515743.0,38926.9,3811310.0,277156.0,1282.6,6364.799999999999,1431.7,6383.1,4283.6,6860.8,5952.0,7050.6,9291.9,7832.800000000001,17701.199999999997,9223.2,17317.7,9242.9,27625.800000000003,10257.5,14612.3,8565.900000000001,19306.6,8603.7,129124784.0,19535945.0,4459732.0,321803.0,2691660.0,283846.0,11774.6,10327.4,8727.3,10087.6,16449.9,11401.2,12895.1,10795.0,15474.7,11332.6,20460.5,12355.8,11984.0,10711.5,10942.7,10492.2,3730.5,8825.2,4464.6,8655.9,52862151.0,17828170.0,72618412.0,17212513.0,33388.7
Philadelphia,2017.0,0,1,1905354,1700000000,2436989.0,86794.0,2087.7,2200.0,1240.4,2076.1,2764.0,2345.8,2967.5,2344.6000000000004,4036.9,2464.6,6440.900000000001,2654.2999999999997,4734.5,2548.4,6708.4,2728.3,3216.0,2272.4,3704.6,2310.6,28363522.0,3511013.0,36802559.0,3957015.0,13250.3,1575076.0,80466.0,1257.4,2418.4,705.2,2275.0,1821.7,2474.9,2425.9,2515.5,3341.2,2678.7,6001.4,2982.7,5247.4,2947.6,8054.7,3222.6,4169.5,2705.6000000000004,4676.9,2744.5,34073955.0,4470009.0,42973861.0,5168699.0,13635.3,1126345.0,78497.0,496.2,2542.9,347.8,2512.9,1206.1,2618.0000000000005,1753.5000000000002,2668.7,2791.1,2865.0999999999995,5892.6,3350.9,5576.0,3353.2,9233.5,3753.900000000001,4914.9,3194.4,5389.700000000001,3180.4000000000005,38941915.0,5200178.0,738071.0,54921.0,861913.0,86826.0,3854.5,3342.7,2372.7,3072.9,4981.799999999999,3548.7,4532.2,3371.4,5235.799999999999,3555.5,6923.900000000001,3814.9,3486.4,3345.8,3196.9000000000005,3147.7,932.0,2709.4000000000005,1087.3,2804.0,14700399.0,3419990.0,20167690.0,3759811.0,11872.5
Philadelphia,2012.0,0,1,3565718,893000000,2410528.0,86783.0,2084.0,1886.3,1536.3000000000002,1901.9,2865.4999999999995,2068.0,3038.1,2096.7,4387.9,2215.2,6663.8,2442.4,4876.7,2307.9,6460.200000000001,2438.9,2875.3,2001.8,2910.5000000000005,1917.7,27452385.0,5116667.0,34180701.0,4091691.0,10836.999999999998,1571682.0,81249.0,1267.3,2305.6,863.5999999999999,2232.5,1822.4,2431.6,2504.2,2552.8,3794.3,2708.0,6678.8,3034.4,5673.1,2933.9000000000005,7697.6,3140.1000000000004,3625.7,2643.5,3671.2,2527.7,33137593.0,5600175.0,39457510.0,4821002.0,10938.3,1130009.0,77964.0,400.2000000000001,2372.5,441.1,2335.9,1206.9,2500.8,2037.4,2611.0,3142.3,2797.2,6570.6,3226.5,6091.7,3246.1,8992.499999999998,3525.5,4252.6,2940.6,4266.7,2789.9,37315045.0,6254925.0,721010.0,40652.0,838846.0,85965.0,3868.1,3709.5,3026.9,3550.9,5432.0,3904.8,4617.3,3851.3,5480.8,4057.1,6517.5,4170.700000000001,3581.4,3744.3,2873.5999999999995,3606.0,846.0,3116.2000000000003,855.3,3237.0,14834492.0,4887870.0,19145642.0,3758356.0,9831.0
Phoenix,2018.0,0,1,2242695,1300000000,1651417.0,51118.0,1042.6,355.19999999999993,587.1,286.7,1340.8000000000002,405.4,1441.2,402.8,2019.3,476.5,2775.8,501.0,1971.5,460.5,2227.9,475.8,905.0,334.6,988.9,327.3,9822660.0,878265.0,12706563.0,993359.0,5499.9,1087372.0,51832.0,723.3,384.3,376.0,328.9,1058.7,470.80000000000007,1250.6,462.6,1932.2,580.8999999999999,2874.2,640.8000000000001,2145.1,589.2,2600.8,619.3000000000001,1103.6,462.3,1236.7,440.5,11468846.0,1080185.0,14367434.0,1203335.0,5672.5,791686.0,50611.0,368.5,358.4,232.29999999999995,382.5,781.4000000000001,487.8,1025.6999999999998,494.9,1765.9,643.6,2915.9,762.5,2388.1,717.7,3035.7,778.5,1311.0,606.8000000000001,1475.0,576.5,13152823.0,1365468.0,1828439.0,119900.0,564045.0,49654.0,1889.8,835.5999999999999,1044.1,670.0,2014.0,819.1,2010.6,906.2,2299.8,879.8000000000001,2578.4,950.9,1459.4,766.8,1190.2,741.5,384.6,583.0999999999999,429.1,615.6,6135330.0,979509.0,8619532.0,1459546.0,4841.699999999999
Phoenix,2013.0,0,1,2134895,585000000,1529793.0,55688.0,1138.9,445.8,737.3,332.40000000000003,1547.1,482.5,1636.1,504.9,2150.6,527.0999999999999,2850.8,593.4,1867.0,474.30000000000007,2018.8,515.4,713.2,356.30000000000007,641.5,339.9,8680732.0,841983.0,11041848.0,921520.0,4803.200000000001,1016118.0,53773.0,887.8000000000001,497.4,545.1,367.1,1233.6,528.7,1493.5,594.1999999999999,2034.5,608.8,2979.5999999999995,729.9,2080.3,594.9000000000001,2366.7,666.0999999999999,871.9000000000001,453.7,809.0,443.8,9986542.0,1221323.0,12385153.0,1208607.0,4874.8,738807.0,51828.0,409.6,469.7,333.7,396.80000000000007,986.1,584.3,1320.6999999999998,656.0,1905.6,683.5999999999999,3076.5999999999995,882.0,2386.5,748.0,2846.6,850.5,1059.7999999999995,600.9000000000001,973.4,583.0,11563008.0,1440878.0,970566.0,58216.0,513675.0,52345.0,1970.8,924.2,1202.6,863.7,2268.6000000000004,960.9,2053.2,898.5,2340.7,1034.2,2470.3,1065.0,1245.9,877.0,1078.2999999999995,777.8,305.1,695.2,264.9,679.5,5743293.0,1180775.0,7629291.0,1327795.0,4304.7
Pittsburgh,2019.0,0,1,1491439,1300000000,2070406.0,127299.0,6757.900000000001,10731.5,5797.7,10421.7,13192.7,11283.1,13007.4,11361.7,16346.2,11557.8,21667.4,12474.7,14830.7,11555.3,13428.6,11401.9,3859.6,10586.9,2905.5,10831.0,55099853.0,12498329.0,71816542.0,13582616.0,38663.7,1279821.0,109592.0,4043.7,13831.2,2832.3,14012.9,8062.5,13295.2,10801.5,13688.6,16595.9,14100.2,24457.3,15141.5,18282.4,14767.2,17223.800000000003,14692.8,5152.9,13802.3,3648.6,14228.7,67378756.0,14874257.0,82613421.0,15219058.0,39180.7,976927.0,103498.0,1523.9,16661.5,1668.1999999999998,16968.0,5221.3,15585.2,9134.5,15578.2,15815.5,15893.5,25608.0,17342.300000000003,20732.1,17184.1,20422.5,17234.0,6123.799999999999,16396.1,4247.9,16944.9,75910599.0,16877793.0,694659.0,36657.0,790585.0,109620.0,13055.3,20974.300000000003,11822.4,20494.800000000003,24084.2,21502.6,16919.6,20931.8,15508.7,21010.2,14377.1,20687.5,6316.8,20967.7,4440.200000000001,21351.7,1026.0,23413.0,1152.0,23205.8,27948696.0,8900373.0,40800078.0,12724348.0,35534.3
Pittsburgh,2014.0,0,1,2442564,900000000,2057716.0,121166.0,8054.7,10596.1,6966.8,10080.1,15608.4,11828.3,14146.3,11307.1,17859.8,11966.5,22184.0,12514.4,12810.1,11071.4,10022.1,10949.9,2342.3,10677.9,1807.9,11214.7,49466162.0,13652525.0,61143176.0,10712066.0,32848.5,1300435.0,105248.0,4857.3,13809.6,3657.7,13973.2,10788.7,13652.7,12864.7,13781.3,18917.3,14839.8,25733.1,15535.5,16208.7,14257.7,12966.4,14209.2,3156.5999999999995,13978.3,2354.5,14703.6,60608068.0,16812016.0,71133904.0,12878434.0,33458.100000000006,993358.0,99810.0,1899.8,16383.9,2058.1000000000004,16503.2,8083.4,15467.4,11797.6,15700.500000000002,18544.8,16685.1,27959.7,17600.0,18361.7,16627.800000000003,15270.7,16750.3,3816.9,16358.3,2808.0,17271.399999999998,66628168.0,18062814.0,529445.0,50752.0,757281.0,104107.0,16122.9,20875.4,14578.4,19853.0,25725.1,21683.3,16582.8,20804.0,14600.5,21037.7,12841.5,21050.300000000003,4429.6,21473.6,2801.5,21734.9,508.9,23687.800000000003,606.0,23724.2,25637368.0,10633740.0,33873125.0,9315133.0,28934.2
San Diego,2021.0,0,1,2191950,1575000000,1178630.0,53669.0,445.4,372.6,304.8999999999999,318.4,566.9,389.5,637.3000000000001,371.1,900.9,377.5,1437.6,493.6,1272.7,442.3,1856.1,521.4000000000001,1070.2,446.4,1508.4,457.8,9132807.0,1146920.0,12018404.0,1272843.0,3669.3,792086.0,47632.0,328.6,486.3,135.29999999999998,358.6,391.3,475.8,539.0,471.8,810.5,535.2,1276.2,554.3000000000001,1396.3,577.6999999999999,2016.9,707.8,1243.4,624.9000000000001,1862.7,630.0999999999999,10823880.0,1403888.0,13589469.0,1589998.0,3656.8,595445.0,45842.0,135.1,530.1,78.39999999999999,472.5,241.00000000000003,530.1999999999999,430.4,525.2,709.3000000000001,601.5,1166.8,653.1999999999999,1438.6,666.8,2184.3,817.0,1424.1,733.7000000000002,2191.9999999999995,741.3,12365953.0,1569376.0,1711717.0,110129.0,386544.0,41566.0,753.5,721.8,679.8000000000001,706.4000000000001,1000.4,837.6000000000001,920.7,763.6999999999999,1196.1,801.4000000000002,1757.6,957.9,1090.8000000000002,799.9,1391.0,861.1,594.5999999999999,732.4000000000002,615.5,755.4000000000001,5602895.0,1340463.0,7802043.0,1508241.0,3479.9
San Diego,2015.0,0,1,2459752,890000000,1131545.0,32245.0,677.5999999999999,560.1,452.5,501.30000000000007,849.3000000000001,554.5,870.5999999999999,566.8000000000001,1267.6,588.6999999999999,1697.9,664.6999999999999,1277.3,580.0,1576.6000000000004,589.9,735.1,532.6000000000001,993.6,536.6000000000001,7021543.0,757288.0,9123462.0,887203.0,3117.8,759198.0,33457.0,482.3999999999999,578.1,265.7,496.80000000000007,712.6000000000001,575.6,733.3000000000001,561.0000000000001,1222.1,661.8,1633.1999999999998,737.7999999999998,1404.9999999999998,651.5999999999999,1766.0,676.2,881.4000000000001,607.2,1199.5000000000002,611.4999999999999,8144045.0,919840.0,10214817.0,1049610.0,3111.400000000001,565722.0,33591.0,240.1,533.4999999999999,174.8,517.3999999999999,550.8,595.5000000000001,605.1,617.4,1165.8000000000002,712.5,1650.3000000000002,788.2,1489.4,722.8999999999999,1986.9,740.5999999999999,1036.0,677.3000000000001,1300.9,643.9,5904889.0,463036.0,1436032.0,71882.0,372347.0,31286.0,1118.1,845.4,852.1,795.1,1352.9,859.7,1166.0,879.0000000000001,1237.1999999999998,800.9,1625.9,818.6000000000001,950.8,825.4,1122.5000000000002,765.7,356.4,702.1999999999999,317.49999999999994,678.1999999999998,4198815.0,868608.0,5929839.0,1119043.0,3025.4
San Francisco Bay Area,2016.0,0,2,4886762,3580000000,3300934.0,96610.0,1875.0,1888.4,1719.0,1900.5,2939.9000000000005,2139.6,2935.2,2072.6,4293.400000000001,2223.9,5924.4,2369.0,4424.3,2147.8,6607.200000000001,2411.8,3354.4,2029.1,5230.3,2056.7,31346373.0,3956538.0,42977999.0,5057535.0,12546.1,2221346.0,98082.0,1380.4,2406.7,898.4,2397.1000000000004,2298.6,2555.2,2543.2,2476.7000000000003,3822.2,2635.5,5792.5,2853.2,4695.799999999999,2690.9,7110.700000000001,2962.8,3971.7,2596.8,6586.5,2711.2,37462486.0,5143653.0,48917127.0,6239757.0,12390.8,1664669.0,100559.0,500.8,2607.2,504.4,2715.7,1747.6,2828.2,2068.9,2901.7,3480.0,2973.0,5683.6,3274.5,4929.4,3129.4,7889.9,3508.3,4577.9,3058.0999999999995,7719.9,3229.2,42354027.0,5840760.0,2564677.0,146186.0,1079588.0,97667.0,3495.2000000000003,3681.8,3386.4,3811.2,4666.700000000001,4160.5,3845.1,3925.9,5014.1,4027.8,5973.1,4280.4,3789.2,3821.3,4664.5,3861.2,1847.3,3701.3,2323.0,3547.3,18625145.0,4039371.0,27291012.0,5596020.0,11625.2
San Francisco Bay Area,2011.0,0,2,4864094,870000000,3172313.0,105612.0,1951.8,2166.3,1620.5,2078.7,3289.8,2423.4,3212.9,2450.3,4159.200000000001,2475.1,6652.0,2724.2,4648.8,2592.3,6660.799999999999,2708.8,3253.9,2325.4,3953.0,2312.8,29557300.0,4817148.0,38857785.0,4941032.0,11144.6,2105362.0,102554.0,1203.8000000000002,2625.7,887.7,2607.2,2832.9,2840.3,2741.3,2831.2,3883.9,2929.9,6423.5,3279.6,4891.8,3147.1,7392.200000000001,3292.7,3892.0,2884.9,5051.1,2898.3,34891345.0,6212554.0,44628131.0,6332650.0,10749.3,1578446.0,104806.0,559.0,2782.3,515.5,2855.8,2210.7,3000.1,2323.1,3040.6,3513.9,3214.0,6101.7,3582.2,5179.9,3515.7,8214.5,3748.9,4535.9,3323.2,5944.3,3330.0,39713026.0,6665033.0,1844031.0,105322.0,1066951.0,104978.0,3609.9,4010.1,3503.5,3947.5,4948.5,4240.0,4282.3,4081.8,4808.3,4129.1,6378.299999999999,4426.0,3802.5,4089.7,4117.200000000001,3997.2,1601.3,3879.3,1548.2,3689.5,18068774.0,5588615.0,24284221.0,4804788.0,9938.3
Seattle,2017.0,1,1,2135445,1500000000,1776099.0,62766.0,1290.3000000000002,1228.2,791.5999999999999,1173.3000000000002,1614.3,1222.4,1677.5,1280.3,2597.7000000000003,1398.1,3958.7999999999993,1518.8000000000002,3253.1,1402.8,3909.6,1531.3,1684.8,1290.7,2021.8,1264.3,16631828.0,1986288.0,21007840.0,2184923.0,6394.799999999999,1133782.0,60049.0,871.9000000000001,1497.6999999999998,414.4,1541.5000000000002,1010.1,1553.7999999999995,1272.3000000000002,1625.2999999999995,2257.6000000000004,1745.6,4018.7,1932.0,3611.8,1829.0,4546.4000000000015,2034.4,2130.9,1764.9,2666.7,1800.2,19786904.0,2400652.0,24290323.0,2723327.0,6347.1,885770.0,58909.0,272.40000000000003,1524.5,230.1,1628.5,646.8,1559.2999999999995,976.1,1654.7999999999995,2045.9,1826.0,3937.3,2061.5999999999995,3954.1,1976.6,5108.9,2216.3,2490.4,1940.6,3038.8,1958.4000000000003,21846174.0,2334064.0,967857.0,53741.0,642317.0,61265.0,2421.3,1869.9000000000003,1431.2,1742.4,2818.0,1922.6,2514.3,1882.2000000000005,3320.8,1929.2,3874.4,1976.2000000000005,2416.9,1848.8,2213.8,1814.7,658.5,1600.3,633.7,1558.2999999999995,9909164.0,2002469.0,13148340.0,2335932.0,5785.1
Seattle,2012.0,1,1,1721920,644000000,1680253.0,61012.0,1535.6999999999998,1291.4,892.0,1167.5,1864.1,1311.3,2151.4,1347.1,3051.5,1486.4,4210.0,1607.8,3032.6,1421.5000000000002,3474.2000000000003,1400.4,1345.1,1267.3,1245.6,1232.6,14728945.0,1789442.0,18138109.0,1728634.0,5037.4,1062645.0,58635.0,775.5999999999999,1450.2999999999995,601.0,1343.6,1302.6999999999998,1487.5,1611.6999999999998,1518.4,2897.8,1690.1,4317.0,1855.8,3355.8,1706.7,4261.8,1763.0,1725.6,1549.8,1751.2000000000005,1523.0,17590748.0,2167744.0,21110177.0,2222398.0,5024.499999999999,826602.0,57600.0,286.6,1450.6,411.2000000000001,1365.5,836.8,1464.8000000000002,1368.4,1592.2,2591.7000000000003,1743.6,4263.5,1969.7,3747.000000000001,1877.8,4922.1,1991.5,2039.9,1715.4,2032.8,1673.3,19595052.0,2425507.0,330396.0,22260.0,617608.0,61043.0,2654.4,2031.9000000000003,1519.4,1846.9,2976.0,2147.7,3048.1,2093.3,3330.0,2190.1,3992.6,2338.4,2198.6000000000004,1964.7,1701.3,1914.4,507.30000000000007,1710.5000000000002,374.7,1679.3000000000002,9086182.0,2176038.0,11535717.0,1916286.0,4690.300000000001
St. Louis,2018.0,0,1,3403587,2100000000,849585.0,34020.0,799.1,676.0,508.6,573.3000000000001,1264.8000000000002,668.1,1180.2,732.1000000000001,1813.3,822.8,2272.7,777.6999999999999,1556.3000000000002,830.8999999999999,1811.5,817.4000000000001,706.8,642.6,787.0999999999999,661.2,8065944.0,1192735.0,10300293.0,1114439.0,4265.4,544467.0,30493.0,515.2,762.0999999999999,296.1,639.3,887.4000000000001,773.5,961.6,799.3,1541.2,891.3000000000001,2394.2,1003.8,1811.9,982.5,2234.7,1053.5,917.6,794.3999999999999,1039.5,807.1000000000001,9734056.0,1456094.0,12018472.0,1389712.0,4337.9,396800.0,28248.0,172.20000000000002,709.9,125.6,721.7,488.6,744.0,707.8,862.8000000000001,1386.4,975.4,2421.5,1115.3,2080.3,1124.0,2732.9,1224.3000000000002,1142.7,944.3,1241.6,915.6,11179926.0,1516038.0,143979.0,9542.0,305118.0,31337.0,1403.0,1105.6,890.3,962.1,2018.6,1188.4,1712.1999999999998,1164.9,2219.2,1279.1,2027.6000000000004,1157.9,929.5,1040.9,686.1,937.5,247.50000000000003,914.1,264.9,913.6,4399940.0,1014956.0,6129093.0,1311588.0,3909.8
St. Louis,2013.0,0,1,3369769,820000000,836365.0,32814.0,879.8000000000001,593.2,605.8,526.3000000000001,1351.9,696.4,1458.3,706.3,1813.2000000000005,774.5,2372.4,845.3,1532.1999999999998,692.7,1465.4,723.7,541.8000000000001,537.8,577.8,561.1000000000001,7102272.0,1118294.0,8973763.0,946714.0,3411.5,541191.0,29443.0,613.8999999999999,596.1,360.8,591.9,936.5,665.7,1262.3,781.2,1659.5,868.9,2507.1000000000004,930.6,1818.9,837.9000000000001,1896.4,882.3,709.1,617.1,735.8,661.1,8654493.0,1263223.0,10472788.0,1240861.0,3557.7000000000003,393151.0,28152.0,189.1,669.7,177.3,613.2,630.9,713.7,1028.3000000000002,810.7,1547.6,980.3,2745.2000000000003,1093.6,2124.2,1030.5,2314.8,1094.0,882.5,783.2,858.5,819.5,10173029.0,1455816.0,237311.0,12824.0,295174.0,30790.0,1465.6,1246.8,1230.6,1235.6999999999998,2332.9,1465.3000000000002,1854.6,1347.0,2061.2000000000003,1391.6,2028.8,1382.5,758.3000000000001,1195.9,545.0,1219.3,164.7,1121.2,157.39999999999998,1120.8,3957656.0,1032016.0,5218889.0,980157.0,3013.9
Tampa Bay,2019.0,1,1,1178735,1100000000,1866357.0,77783.0,1476.6,858.9,939.0,778.9000000000001,2375.6000000000004,986.1,2421.9,933.7,3321.4,1070.0,4152.7,1142.0,2813.5,1008.6,2931.6000000000004,1004.5,1181.9,797.8,1285.7,790.3,13180639.0,1311503.0,17848149.0,1701345.0,9019.3,1174186.0,73501.0,868.6,897.6,499.7000000000001,833.5000000000001,1669.6,1018.3,2040.2,1046.6999999999998,3221.3,1223.9,4392.299999999999,1356.0,3294.6,1219.2000000000005,3571.0,1278.9,1542.9,988.4,1701.0,968.4,15934703.0,1758677.0,20909477.0,2292617.0,9280.0,871038.0,70058.0,556.6,920.7,293.8,902.5,1253.6,1132.7,1613.1,1139.2000000000005,2954.3,1367.1999999999998,4486.1,1581.6,3650.6,1453.3000000000002,4130.1,1517.3,1843.2,1197.6,2017.2,1187.4,18135861.0,1943072.0,381987.0,36155.0,692171.0,71505.0,2623.9,1744.5,1776.9,1617.8000000000002,3873.2,1927.2,3198.5,1846.1,3462.9,1897.3,3638.9,1899.1,1825.5,1617.1,1458.3,1485.9,427.5,1233.4,517.4000000000001,1278.5000000000002,8171508.0,1410020.0,11538492.0,1987847.0,8173.0
Tampa Bay,2014.0,1,1,1446464,625000000,1747215.0,75332.0,1621.9,874.1000000000001,1284.8,805.4000000000001,2923.8,1032.9,2812.9,1016.3000000000002,3540.9,1044.0,4175.9,1168.4,2498.5,1021.7,2360.6,951.5,822.5,705.9,857.7,743.5,11255126.0,1296628.0,14985372.0,1452942.0,7652.2,1095723.0,69492.0,1074.4,1008.7,747.0,862.6999999999999,2177.7,1115.9,2599.5,1196.1,3498.1,1245.9,4577.4,1434.3000000000002,2960.7,1286.7,3025.5,1240.3000000000002,1084.0,898.9,1154.0,980.5,13678666.0,1702407.0,17579742.0,1945505.0,7676.599999999999,811625.0,66176.0,501.7000000000001,925.3,460.5,837.0000000000001,1525.3,1135.3,2330.8,1280.1,3345.4,1367.4,4960.6,1655.5000000000002,3410.6,1481.3,3576.1000000000004,1437.2,1305.1,1037.1999999999998,1382.0,1117.8,15684456.0,1868613.0,254923.0,16666.0,651492.0,69026.0,2919.8,1505.6999999999998,2308.0,1466.0,4389.299999999999,1717.5,3163.1000000000004,1607.4,3588.5,1627.6,3142.7,1603.9,1500.6999999999998,1331.9,997.1,1144.4,269.4,946.2,320.79999999999995,903.4,7075743.0,1441915.0,9620631.0,1640027.0,7200.8
