Market,Year,Dome,NumTeams,Attendance,Valuation,Households,Households Margin of Error,"Households Less Than $10,000","Households Less Than $10,000 Margin of Error","Households $10,000 to $14,999","Households $10,000 to $14,999 Margin of Error","Households $15,000 to $24,999","Households $15,000 to $24,999 Margin of Error","Households $25,000 to $34,999","Households $25,000 to $34,999 Margin of Error","Households $35,000 to $49,999","Households $35,000 to $49,999 Margin of Error","Households $50,000 to $74,999","Households $50,000 to $74,999 Margin of Error","Households $75,000 to $99,999","Households $75,000 to $99,999 Margin of Error","Households $100,000 to $149,999","Households $100,000 to $149,999 Margin of Error","Households $150,000 to $199,999","Households $150,000 to $199,999 Margin of Error","Households $200,000 or More","Households $200,000 or More Margin of Error",Households Median Income (Dollars),Households Median Income (Dollars) Margin of Error,Households Mean Income (Dollars),Households Mean Income (Dollars) Margin of Error,Households Household Income in the Past 12 Months,Families,Families Margin of Error,"Families Less Than $10,000","Families Less Than $10,000 Margin of Error","Families $10,000 to $14,999","Families $10,000 to $14,999 Margin of Error","Families $15,000 to $24,999","Families $15,000 to $24,999 Margin of Error","Families $25,000 to $34,999","Families $25,000 to $34,999 Margin of Error","Families $35,000 to $49,999","Families $35,000 to $49,999 Margin of Error","Families $50,000 to $74,999","Families $50,000 to $74,999 Margin of Error","Families $75,000 to $99,999","Families $75,000 to $99,999 Margin of Error","Families $100,000 to $149,999","Families $100,000 to $149,999 Margin of Error","Families $150,000 to $199,999","Families $150,000 to $199,999 Margin of Error","Families $200,000 or More","Families $200,000 or More Margin of Error",Families Median Income (Dollars),Families Median Income (Dollars) Margin of Error,Families Mean Income (Dollars),Families Mean Income (Dollars) Margin of Error,Families Family Income in the Past 12 Months,Married-Couple Families,Married-Couple Families Margin of Error,"Married-Couple Families Less Than $10,000","Married-Couple Families Less Than $10,000 Margin of Error","Married-Couple Families $10,000 to $14,999","Married-Couple Families $10,000 to $14,999 Margin of Error","Married-Couple Families $15,000 to $24,999","Married-Couple Families $15,000 to $24,999 Margin of Error","Married-Couple Families $25,000 to $34,999","Married-Couple Families $25,000 to $34,999 Margin of Error","Married-Couple Families $35,000 to $49,999","Married-Couple Families $35,000 to $49,999 Margin of Error","Married-Couple Families $50,000 to $74,999","Married-Couple Families $50,000 to $74,999 Margin of Error","Married-Couple Families $75,000 to $99,999","Married-Couple Families $75,000 to $99,999 Margin of Error","Married-Couple Families $100,000 to $149,999","Married-Couple Families $100,000 to $149,999 Margin of Error","Married-Couple Families $150,000 to $199,999","Married-Couple Families $150,000 to $199,999 Margin of Error","Married-Couple Families $200,000 or More","Married-Couple Families $200,000 or More Margin of Error",Married-Couple Families Median Income (Dollars),Married-Couple Families Median Income (Dollars) Margin of Error,Married-Couple Families Mean Income (Dollars),Married-Couple Families Mean Income (Dollars) Margin of Error,Nonfamily Households,Nonfamily Households Margin of Error,"Nonfamily Households Less Than $10,000","Nonfamily Households Less Than $10,000 Margin of Error","Nonfamily Households $10,000 to $14,999","Nonfamily Households $10,000 to $14,999 Margin of Error","Nonfamily Households $15,000 to $24,999","Nonfamily Households $15,000 to $24,999 Margin of Error","Nonfamily Households $25,000 to $34,999","Nonfamily Households $25,000 to $34,999 Margin of Error","Nonfamily Households $35,000 to $49,999","Nonfamily Households $35,000 to $49,999 Margin of Error","Nonfamily Households $50,000 to $74,999","Nonfamily Households $50,000 to $74,999 Margin of Error","Nonfamily Households $75,000 to $99,999","Nonfamily Households $75,000 to $99,999 Margin of Error","Nonfamily Households $100,000 to $149,999","Nonfamily Households $100,000 to $149,999 Margin of Error","Nonfamily Households $150,000 to $199,999","Nonfamily Households $150,000 to $199,999 Margin of Error","Nonfamily Households $200,000 or More","Nonfamily Households $200,000 or More Margin of Error",Nonfamily Households Median Income (Dollars),Nonfamily Households Median Income (Dollars) Margin of Error,Nonfamily Households Mean Income (Dollars),Nonfamily Households Mean Income (Dollars) Margin of Error,Nonfamily Households Nonfamily Income in the Past 12 Months,ClosestMarket
San Diego,2019.0,0,1,2396399,1500000000,1163889.0,33995.0,425.3,314.0,361.9,320.4,692.9000000000001,392.5,711.0999999999999,393.0999999999999,1051.0,445.00000000000006,1553.0,495.6000000000001,1414.9,466.3,1803.9999999999995,516.8000000000001,948.1,399.6,1237.0,409.3,8437286.0,979188.0,10977167.0,1012626.0,3581.8,785844.0,35043.0,303.20000000000005,473.8,166.60000000000002,421.3999999999999,514.4,526.4999999999999,617.9999999999999,511.8,984.3,625.8,1472.6,673.2,1556.2000000000005,638.8999999999999,1965.0,742.4000000000001,1123.8000000000004,611.5999999999999,1496.9999999999998,599.3,9458945.0,1122544.0,12250776.0,1255881.0,3519.5,591480.0,35961.0,143.6,530.4,107.6,509.9,364.6,540.8,483.8,566.5000000000001,845.8,658.4000000000001,1388.9,727.3,1608.8000000000002,660.7999999999998,2181.6,838.7,1298.6999999999998,694.6,1777.0,690.4999999999999,10851808.0,1292584.0,1346573.0,70114.0,378045.0,33159.0,752.8000000000001,766.0999999999999,775.4,773.3,1238.3,896.7999999999998,970.1,868.8000000000001,1337.3,884.8,1617.2,913.0,1152.2999999999995,874.4000000000001,1305.7,840.1,464.7,691.2,587.5999999999999,752.3000000000001,5480479.0,1156383.0,7454410.0,1455617.0,3377.6,Phoenix
San Diego,2018.0,0,1,2168536,1400000000,1157717.0,33122.0,509.6,445.5,402.0,404.8,722.6999999999999,469.6,732.2999999999998,459.9,1083.6,531.5,1656.1999999999998,537.8000000000001,1286.9,502.6000000000001,1823.8,595.6,894.5999999999999,476.1,1188.6999999999998,495.6,7867572.0,814665.0,10394885.0,936036.0,3523.5999999999995,782716.0,34481.0,402.7000000000001,472.5,207.1,389.6,525.4,471.6,622.0999999999998,463.4,1008.7,545.8,1550.4,596.6000000000001,1389.0999999999997,564.3000000000001,2005.9,678.9,1063.4,560.7,1424.4,552.1,9143360.0,1133453.0,11626908.0,1154915.0,3440.2000000000003,585675.0,34695.0,163.7,473.0,140.89999999999998,448.3000000000001,353.00000000000006,458.6,498.50000000000006,497.8,908.2,579.1000000000001,1469.1,617.5,1458.4999999999998,587.9,2275.8,727.6000000000001,1237.9,623.8,1594.1999999999998,596.0999999999999,10420324.0,1336157.0,1550027.0,80693.0,375001.0,32130.0,819.4,834.0,814.0000000000001,856.2,1325.1,944.8,1000.7,911.5,1221.0,925.2,1619.1,948.1,1142.3000000000002,917.9,1272.3,896.8999999999999,440.1000000000001,750.0999999999999,545.1,830.2,5101001.0,1045491.0,7064214.0,1339974.0,3291.9,Phoenix
San Diego,2017.0,0,1,2138491,1300000000,1150044.0,32690.0,593.4999999999999,590.4000000000001,410.4000000000001,521.6,769.8999999999999,579.6999999999999,794.5999999999999,579.4,1117.1,639.4000000000002,1710.9,657.5999999999999,1270.4,626.4,1740.8,672.4000000000001,811.1,564.6,1182.4999999999998,595.1999999999999,7546017.0,912149.0,9819719.0,904637.0,3466.0,775829.0,34035.0,429.0999999999999,600.7,225.6,495.5,628.3000000000001,589.4999999999999,690.6,578.8000000000002,1056.6999999999998,655.9999999999999,1622.5,717.1,1388.4,699.6,1910.7,747.8000000000001,950.0,627.1999999999999,1397.0000000000002,641.7000000000002,8570282.0,1053033.0,10934116.0,1102617.0,3390.3,580473.0,34960.0,200.7,583.1999999999998,152.5,570.3000000000001,404.1,602.5999999999999,572.0000000000001,641.5999999999999,973.9,705.2,1562.9,753.6999999999999,1510.0000000000002,750.9,2189.5,809.9,1108.1999999999998,707.7999999999998,1525.5,693.5999999999998,9716756.0,1169841.0,1489206.0,77961.0,374215.0,32160.0,939.5,821.9,814.3000000000001,830.6999999999999,1355.3999999999996,917.9,1039.1,900.5,1139.0,896.3,1681.0,897.3,1018.5,832.2,1194.2999999999995,823.0000000000002,432.3,724.2999999999998,487.69999999999993,759.2999999999998,4792166.0,899499.0,6744297.0,1333165.0,3154.7000000000007,Phoenix
San Diego,2016.0,0,1,2351422,1100000000,1140948.0,31855.0,639.8,582.7,464.1,523.3000000000001,832.3,576.0,841.8000000000001,582.9,1157.3999999999996,612.5000000000001,1719.4,657.4000000000001,1250.6999999999996,602.4,1650.9,636.1,771.8,557.8000000000001,1071.2,564.9,7244237.0,957719.0,9295185.0,822028.0,3235.8,767668.0,33320.0,456.1,576.1,256.4,504.3,690.8,584.9,719.6,573.5000000000001,1185.4999999999998,661.3000000000001,1594.3,702.7,1365.1,666.5000000000001,1822.8,706.3,916.9,607.4999999999999,1291.8,621.9,8320326.0,1157713.0,10428264.0,1029322.0,3250.0,573512.0,34280.0,206.3,530.2,174.1,527.3000000000001,512.6999999999999,600.9,605.1999999999999,624.5999999999999,1123.9,713.6999999999999,1565.7000000000005,754.6999999999999,1453.9,721.1999999999999,2090.9,743.8,1064.5,673.7999999999998,1402.5999999999997,661.1,9334721.0,1027821.0,1088037.0,48926.0,373280.0,31605.0,1031.7,831.8000000000001,885.7000000000003,800.9,1346.4999999999998,882.6999999999999,1125.4,905.1999999999998,1129.3,819.7,1686.0,849.6,980.4,829.1999999999999,1156.1,792.0999999999999,386.9,704.9999999999999,372.5,696.3999999999999,4226973.0,770773.0,6231098.0,1169577.0,3010.3,Phoenix
San Diego,2015.0,0,1,2459752,890000000,1131545.0,32245.0,677.5999999999999,560.1,452.5,501.30000000000007,849.3000000000001,554.5,870.5999999999999,566.8000000000001,1267.6,588.6999999999999,1697.9,664.6999999999999,1277.3,580.0,1576.6000000000004,589.9,735.1,532.6000000000001,993.6,536.6000000000001,7021543.0,757288.0,9123462.0,887203.0,3117.8,759198.0,33457.0,482.3999999999999,578.1,265.7,496.80000000000007,712.6000000000001,575.6,733.3000000000001,561.0000000000001,1222.1,661.8,1633.1999999999998,737.7999999999998,1404.9999999999998,651.5999999999999,1766.0,676.2,881.4000000000001,607.2,1199.5000000000002,611.4999999999999,8144045.0,919840.0,10214817.0,1049610.0,3111.400000000001,565722.0,33591.0,240.1,533.4999999999999,174.8,517.3999999999999,550.8,595.5000000000001,605.1,617.4,1165.8000000000002,712.5,1650.3000000000002,788.2,1489.4,722.8999999999999,1986.9,740.5999999999999,1036.0,677.3000000000001,1300.9,643.9,5904889.0,463036.0,1436032.0,71882.0,372347.0,31286.0,1118.1,845.4,852.1,795.1,1352.9,859.7,1166.0,879.0000000000001,1237.1999999999998,800.9,1625.9,818.6000000000001,950.8,825.4,1122.5000000000002,765.7,356.4,702.1999999999999,317.49999999999994,678.1999999999998,4198815.0,868608.0,5929839.0,1119043.0,3025.4,Phoenix
San Diego,2014.0,0,1,2195373,890000000,1120587.0,31552.0,655.7,590.9999999999999,420.80000000000007,514.6999999999999,815.8,549.5,863.4,546.1999999999999,1320.6,631.8000000000001,1713.2,668.1999999999999,1265.8000000000002,628.4,1584.6,609.8000000000001,760.0999999999999,583.4999999999999,999.8,558.3,7343346.0,1321360.0,9276185.0,1036237.0,3019.9999999999995,750735.0,33022.0,483.80000000000007,594.4,240.5,505.4,682.9999999999999,560.4999999999999,736.1,579.8,1279.2,672.5999999999999,1657.8,737.0,1333.8,705.1,1780.3000000000004,699.6,881.8999999999999,639.7,1224.5,624.2000000000002,8365736.0,1208000.0,10250066.0,1109584.0,3003.1000000000004,559159.0,32906.0,250.3,562.2,138.8,538.8999999999999,531.6999999999999,579.0999999999998,643.6999999999999,621.8,1199.1000000000004,714.9,1677.7,782.0,1390.1,744.2,2005.9,759.6999999999999,1040.4,703.9,1323.3,658.5999999999999,9180679.0,1038079.0,1453913.0,72995.0,369852.0,31108.0,1081.0,940.4,856.4999999999999,846.4,1301.7,926.9,1164.4,930.4,1264.4,910.2,1658.2,940.5999999999998,951.0000000000002,882.6999999999999,1140.4999999999998,886.3,403.7,837.8000000000001,278.29999999999995,771.5,4184341.0,1104472.0,5799010.0,1091717.0,2985.4999999999995,Phoenix
San Diego,2013.0,0,1,2166691,615000000,1112650.0,32221.0,592.5999999999999,573.0999999999999,433.4,539.5,847.0000000000002,620.1,869.3,593.5999999999999,1313.2,671.0000000000001,1771.2,692.1,1387.5,643.2,1546.0,640.6,732.4,618.6999999999999,908.0,576.3,6965728.0,872250.0,8863758.0,851534.0,2958.5999999999995,741845.0,33689.0,420.6,568.4999999999999,249.0,540.3999999999999,720.6,604.5,731.7999999999998,608.7,1264.6999999999998,687.4000000000001,1718.6,744.0999999999999,1456.3,709.6999999999999,1782.6,690.3000000000001,849.4,661.6999999999999,1106.2,633.1,8099202.0,978738.0,10006613.0,1012470.0,2955.7000000000007,553410.0,33895.0,226.1,538.3000000000001,142.50000000000003,528.3,562.3,584.7,638.3000000000001,614.5,1175.7,693.9,1738.8000000000002,764.8000000000001,1459.8,735.0,2001.9,765.6999999999998,1006.1,692.1999999999999,1247.0,651.5999999999999,9101470.0,1040852.0,1184918.0,64539.0,370805.0,31645.0,1036.3000000000002,852.9000000000001,883.1,750.5999999999999,1250.0,874.0000000000001,1182.7000000000005,869.1,1310.9,841.9999999999999,1687.4,883.9,968.1,817.6000000000001,1021.1,823.7,405.7999999999999,752.1,253.8,697.8,4191134.0,1259892.0,5747207.0,1085878.0,2747.3,Phoenix
San Diego,2012.0,0,1,2123721,600000000,1103402.0,32101.0,555.3000000000001,454.2000000000001,468.9,421.4,832.9000000000001,475.4,862.4999999999999,465.7999999999999,1340.7,552.1000000000001,1795.2,584.3000000000001,1385.1,522.6,1570.7,536.4000000000001,735.4000000000001,493.7,753.4000000000001,446.4000000000001,7126052.0,919903.0,8986939.0,913015.0,2853.0,734640.0,32900.0,389.9,440.1000000000001,254.6,431.1,699.3999999999999,479.3,712.4,493.2000000000001,1290.6,613.4999999999999,1785.4999999999998,643.8000000000001,1444.9,586.8,1826.9,597.5,851.3999999999999,532.9000000000002,945.1,505.6,8154218.0,993513.0,10079369.0,1036631.0,2861.5,548075.0,32952.0,204.4,424.5,145.2,433.30000000000007,571.8,445.5,626.2,517.0,1218.8,608.9,1732.0999999999997,639.5,1468.1000000000004,631.7,2033.0,679.5999999999999,1005.9,573.3000000000001,1094.2,543.7,9183450.0,1056204.0,1132533.0,54567.0,368762.0,31097.0,1011.0,755.5,895.4,658.0,1192.1,762.0,1194.8000000000002,765.3999999999999,1305.0000000000002,765.8000000000002,1631.1999999999998,800.4000000000001,959.4,737.5000000000001,1045.3,736.1,415.9,675.7,249.00000000000003,652.8000000000001,4369710.0,1238717.0,5692411.0,1008176.0,2566.5999999999995,Phoenix
San Diego,2011.0,0,1,2143018,406000000,1099528.0,32170.0,519.4999999999999,443.4,464.7,402.7,790.8000000000001,451.5,854.3000000000001,489.2,1342.5,545.3000000000001,1777.1,594.4000000000001,1445.0000000000002,537.1,1612.7999999999995,543.1,721.0000000000001,451.9,771.5,438.1000000000001,7214795.0,933345.0,9071370.0,903285.0,2864.3,731298.0,33404.0,343.3,427.69999999999993,232.0,393.4,640.6999999999999,444.7000000000001,752.6,507.3,1222.1,572.5000000000001,1826.8,658.6000000000001,1495.5,566.5,1863.4,597.3999999999999,874.0999999999999,487.3,949.6,484.0999999999999,8211115.0,1138837.0,10199811.0,1065594.0,2875.4,548168.0,33270.0,167.1,430.00000000000006,124.6,411.5,526.8,436.2,617.5,511.80000000000007,1125.3000000000002,588.6,1795.0000000000002,670.6999999999999,1514.3000000000002,631.0,2089.4,695.6999999999999,1030.3,550.9,1108.8000000000002,533.9999999999999,9237164.0,1436511.0,767334.0,34704.0,368230.0,31926.0,964.6,679.5999999999999,906.3,634.1,1192.3000000000002,696.1,1110.2,697.6999999999999,1382.4,753.8,1542.8,773.5999999999998,1043.4,749.8,1037.6,709.5,347.6,593.1,272.69999999999993,580.5000000000001,4319660.0,1092872.0,5793255.0,1048895.0,2441.500000000001,Phoenix
San Francisco Bay Area,2021.0,0,2,2380914,4680000000,3396060.0,156675.0,1476.4,2079.7,1123.7,2049.7,1881.9,2084.4,2242.6,2274.3,3193.5,2325.1,5049.4,2620.1000000000004,4498.7,2582.4,6836.7,2775.5,4389.9,2409.5,8805.5,2698.0,42985124.0,5935230.0,58796541.0,8124127.0,14052.4,2290887.0,138400.0,892.6999999999999,2457.5,539.2,2393.2,1368.6999999999998,2495.9,1991.7,2603.7,2692.6,2826.0,4802.3,3031.7000000000003,4369.4,2934.6000000000004,7114.8,3295.8,4864.599999999999,2874.8,10563.2,3253.7,49901725.0,7381754.0,66093741.0,9855256.0,14423.6,1734466.0,133742.0,471.4,2537.9,300.70000000000005,2632.8,1007.2,2656.8,1377.6999999999998,2576.0,2294.8,2941.1000000000004,4091.4,3087.3,4141.6,3097.5,7442.5,3543.7,5490.5,3131.1000000000004,12282.5,3522.3,56315869.0,7670619.0,2185162.0,150738.0,1105173.0,128969.0,2928.2,3754.3,2517.7000000000003,3785.1,3414.1000000000004,3746.3,3162.1000000000004,3835.2,4040.7,3985.6,5475.9,4310.4,4327.3,4044.500000000001,5441.7,4202.599999999999,3107.1000000000004,3818.8,4289.799999999999,4019.7,25205782.0,6192048.0,36923567.0,8228453.0,11852.7,
San Francisco Bay Area,2020.0,0,2,0,4300000000,3362637.0,156966.0,1419.1999999999998,2116.3,1283.2,2129.1000000000004,2187.7,2267.6000000000004,2443.8,2290.1000000000004,3271.9,2392.2,5440.299999999999,2776.0,4316.5,2599.5,6691.4,2775.9,4432.299999999999,2403.1,7814.700000000001,2706.1000000000004,40529227.0,5335970.0,54580841.0,7441995.0,14200.3,2271147.0,136269.0,885.3,2540.6000000000004,616.7,2491.6,1513.5,2617.0,2189.1,2668.3,2947.7,2793.4,5124.599999999999,3178.3,4211.200000000001,2997.1,7079.1,3341.0,5075.8,2967.7,9357.1,3234.0,46129322.0,6473038.0,61081551.0,8742083.0,14346.1,1721750.0,131355.0,459.0,2714.3,341.9,2750.1,1151.0,2855.9,1568.2,2743.5000000000005,2568.4,2916.1000000000004,4499.1,3340.6000000000004,4129.7,3292.5,7569.700000000001,3695.7,5723.5,3286.4999999999995,10790.6,3659.1,51964761.0,7203071.0,2246941.0,144714.0,1091490.0,126232.0,2805.2000000000003,3890.6,2817.0,3988.9,3954.7,3991.3,3439.1000000000004,3944.2,3925.0,4133.4,5660.700000000001,4394.9,4169.7,4277.200000000001,5220.799999999999,4261.4,2809.4,4012.2,3799.7,3958.8,23622994.0,5816699.0,34558322.0,7968345.0,12292.0,
San Francisco Bay Area,2019.0,0,2,4378494,4200000000,3362213.0,102639.0,1494.8,1981.6,1395.5,2089.6000000000004,2278.5,2175.3,2678.3,2269.6,3473.3,2265.3,5467.0,2571.3,4371.4,2423.5,6775.5,2640.5,4133.0,2229.2,7232.5,2402.9,38032249.0,4614177.0,52224399.0,6869497.0,13679.6,2275284.0,103904.0,956.7,2233.5,663.9,2159.9,1652.3,2354.1,2385.0,2406.1000000000004,3113.8,2499.4,5173.200000000001,2768.8,4382.2,2694.0,7078.5,2963.9,4756.299999999999,2535.8,8737.1,2689.8,43935823.0,5554229.0,58475236.0,7920539.0,13611.9,1727315.0,106374.0,477.2000000000001,2398.4,398.5,2427.7,1203.4,2585.2,1756.5,2558.4,2750.0,2642.6000000000004,4734.4,2989.7,4391.9,2941.8,7567.900000000001,3258.5,5379.9,2903.2,10039.7,3075.0,49682358.0,6657659.0,2702645.0,151360.0,1086929.0,102704.0,2952.3,3457.9,3016.7000000000003,3769.9,4081.5,3749.2,3620.0,3773.9,4113.4,3699.7,5665.4,3957.1,4043.9,3741.5,5083.2,3749.5,2453.2000000000003,3497.3,3569.4,3611.1,22057295.0,5133149.0,32792639.0,7079203.0,12190.2,
San Francisco Bay Area,2018.0,0,2,4729801,4100000000,3341622.0,99767.0,1569.8000000000002,2135.4,1508.9,2278.7,2551.6,2333.8,2777.9,2402.4,3780.0,2479.4,5648.0,2679.2,4441.2,2469.6,6762.400000000001,2725.8,3976.3,2267.5,6486.0,2489.6000000000004,36157459.0,4487440.0,49336585.0,6960994.0,13496.1,2261598.0,101792.0,1056.7,2405.9,691.6,2395.7,1908.9,2545.7000000000003,2480.7,2538.3,3372.3,2684.8,5495.9,2897.6,4495.400000000001,2767.8,7044.5,3079.8,4621.6,2557.5,7932.799999999999,2860.0,41864691.0,5241745.0,55159794.0,7313833.0,13328.7,1711480.0,104206.0,487.7,2709.3,412.5,2755.6,1424.4,2897.6,1940.5,2900.9,3008.3,2940.3,5153.4,3237.5,4610.5,3199.0,7576.9,3521.7,5255.4,3046.8,9226.3,3365.1000000000004,46585626.0,5917866.0,3044006.0,158774.0,1080024.0,100248.0,3025.6,3637.2,3277.1,3919.8,4447.9,3914.5,3604.7,3874.1,4507.8,3851.4,5613.5,4141.3,3985.7,3821.7,5149.6,3934.0,2237.9,3684.5,3053.5,3590.2,20622389.0,4373474.0,31127092.0,7217446.0,11971.8,
San Francisco Bay Area,2017.0,0,2,4779373,3900000000,3322506.0,97873.0,1709.1,2227.4,1654.6,2283.5,2799.6000000000004,2401.4,2789.1,2415.1,4061.8,2497.2,5717.3,2742.1000000000004,4666.799999999999,2488.2,6652.0,2688.3,3659.400000000001,2268.3,5788.3,2352.0,33274662.0,3841760.0,45395617.0,5327804.0,13001.4,2241459.0,99423.0,1171.5,2572.4,844.4,2601.6000000000004,2187.6000000000004,2746.2,2506.0,2731.9,3549.3,2805.5000000000005,5476.6,3039.0,4788.6,2894.1000000000004,7138.5,3210.1,4392.1,2673.8,7148.700000000001,2933.4,39473926.0,5045718.0,51460831.0,6460727.0,12937.9,1688062.0,101560.0,496.2,2857.4,475.7000000000001,2908.2,1697.1,3079.1000000000004,1971.1,3150.1,3197.4,3179.3,5243.1,3409.4,4998.700000000001,3340.8,7777.4,3743.3,4972.299999999999,3228.2000000000003,8369.699999999999,3442.8,43748259.0,5659111.0,3201038.0,174983.0,1081047.0,99388.0,3297.1,3905.6,3364.8,4005.2,4435.7,4134.3,3643.2,3963.4,4914.7,3949.3,5921.3,4323.1,3975.0,3837.5,4894.8,3896.7000000000007,2023.8,3813.1,2531.2,3637.5,19833672.0,4302821.0,28779133.0,5896434.0,11806.3,
San Francisco Bay Area,2016.0,0,2,4886762,3580000000,3300934.0,96610.0,1875.0,1888.4,1719.0,1900.5,2939.9000000000005,2139.6,2935.2,2072.6,4293.400000000001,2223.9,5924.4,2369.0,4424.3,2147.8,6607.200000000001,2411.8,3354.4,2029.1,5230.3,2056.7,31346373.0,3956538.0,42977999.0,5057535.0,12546.1,2221346.0,98082.0,1380.4,2406.7,898.4,2397.1000000000004,2298.6,2555.2,2543.2,2476.7000000000003,3822.2,2635.5,5792.5,2853.2,4695.799999999999,2690.9,7110.700000000001,2962.8,3971.7,2596.8,6586.5,2711.2,37462486.0,5143653.0,48917127.0,6239757.0,12390.8,1664669.0,100559.0,500.8,2607.2,504.4,2715.7,1747.6,2828.2,2068.9,2901.7,3480.0,2973.0,5683.6,3274.5,4929.4,3129.4,7889.9,3508.3,4577.9,3058.0999999999995,7719.9,3229.2,42354027.0,5840760.0,2564677.0,146186.0,1079588.0,97667.0,3495.2000000000003,3681.8,3386.4,3811.2,4666.700000000001,4160.5,3845.1,3925.9,5014.1,4027.8,5973.1,4280.4,3789.2,3821.3,4664.5,3861.2,1847.3,3701.3,2323.0,3547.3,18625145.0,4039371.0,27291012.0,5596020.0,11625.2,
San Francisco Bay Area,2015.0,0,2,5144057,3025000000,3274028.0,98697.0,1946.9,1866.5,1747.6,1884.7,3153.6,2189.6,3032.6000000000004,2069.9,4404.9,2254.5,6226.700000000001,2425.1,4475.299999999999,2188.0,6368.599999999999,2402.8,3185.8,1991.5,4759.5,2044.7,30204997.0,4134281.0,41019406.0,4877495.0,12060.2,2195476.0,99642.0,1433.2,2389.9,944.3,2357.0,2510.5,2559.9,2687.8,2525.8,3999.900000000001,2705.7,6108.5,2882.1000000000004,4649.700000000001,2638.0,7147.200000000001,2983.7,3740.0,2485.1,5978.900000000001,2660.4,35636153.0,5220581.0,46489722.0,6014022.0,12014.5,1638841.0,102270.0,527.5,2727.0,539.3,2788.8,1922.1,2936.7,2221.4,3071.0,3647.8,3181.9,5877.4,3403.8,4971.4,3242.5,8064.5,3644.8,4331.3,3113.4,7098.0,3316.2,21638096.0,2746713.0,2948221.0,170152.0,1078552.0,98404.0,3606.0,3619.5,3427.2,3716.7,4864.2,4185.3,3847.8,3841.6,5076.7,3906.0,6209.0,4190.0,3872.0,3648.6,4210.7,3845.2,1750.7,3644.4,1933.4,3472.4,17929176.0,4005998.0,25765252.0,5008200.0,11033.8,
San Francisco Bay Area,2014.0,0,2,5372325,2725000000,3243187.0,101538.0,1934.6,2079.6,1709.6999999999998,1964.6,3179.4,2275.8,3193.8,2215.4,4470.4,2313.9,6107.1,2566.0,4548.299999999999,2309.3,6505.099999999999,2528.4,3257.7,2175.0,4494.8,2178.9,30491690.0,4897131.0,40174348.0,4728458.0,11534.6,2169771.0,101793.0,1405.1999999999998,2551.3,920.1,2449.8,2555.0,2681.0,2729.0,2639.5,4087.6,2816.7,5968.4,3063.6,4714.199999999999,2768.0,7224.200000000001,3168.9,3897.9,2764.9,5702.4,2763.6000000000004,35682379.0,6085649.0,45602081.0,5669867.0,11628.7,1618430.0,102410.0,543.6,2770.0,501.6,2785.1000000000004,1965.3,3004.2,2239.7,3051.1000000000004,3688.4,3213.6,5795.5,3529.7,5049.9,3296.9,8136.900000000001,3711.9,4507.9,3302.6,6668.9,3323.3,40000544.0,6123998.0,2869665.0,163104.0,1073416.0,101124.0,3523.2000000000003,4044.9,3428.3,3897.2,4865.900000000001,4327.2,4138.6,4040.0,5301.1,4086.7,6037.200000000001,4367.8,3906.4,3948.1,4268.9,4007.5,1725.8,3914.400000000001,1806.3,3734.3,18447135.0,5495274.0,25481973.0,5181265.0,10477.5,
San Francisco Bay Area,2013.0,0,2,5178408,1495000000,3215376.0,102833.0,1918.1,2124.0,1734.1999999999998,2017.5,3223.8,2320.8,3212.3,2278.3,4500.1,2453.5,6238.700000000001,2642.7,4663.9,2432.6,6372.2,2548.3,3232.5,2279.8,4302.5,2265.4,29928715.0,4834201.0,39455584.0,4803490.0,11207.4,2142896.0,101271.0,1359.8,2355.3,995.3,2326.6,2568.9,2547.2000000000003,2704.5,2458.4,4155.900000000001,2643.6,6039.9,2986.0,4819.299999999999,2743.1000000000004,7047.7,2947.3,3826.4,2592.4,5480.0,2614.5,34940954.0,6121780.0,44895142.0,5939805.0,11116.2,1599681.0,103418.0,636.5,2657.9,542.8,2702.8,1973.5,2967.4,2162.1000000000004,2959.0,3729.5,3111.4,5883.2,3502.1,5132.0,3310.1000000000004,7940.799999999999,3575.8,4422.9,3211.9,6478.200000000001,3283.6,39233876.0,6357226.0,3150775.0,183805.0,1072480.0,102569.0,3509.3,4061.0,3410.4,3990.3,4852.4,4277.200000000001,4352.0,4217.9,5237.7,4092.2,6269.6,4427.1,3807.8,4129.5,3987.7,4124.0,1719.5,3950.0,1754.1999999999998,3825.2,18151689.0,5890697.0,24969913.0,5001061.0,10061.5,
